SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517447,R.S.SOFTWARE,B ,Q,31.00,32.80,29.75,29.90,29.80,31.05,108,23045,700251.00,
517449,MAGNA ELECTR,X ,Q,193.05,193.05,188.10,188.30,188.30,187.95,10,2480,467054.00,
517467,MARSONS     ,Z ,Q,1.88,1.88,1.82,1.82,1.82,1.85,15,4430,8184.00,
517477,ELNET TECH. ,X ,Q,96.00,96.00,96.00,96.00,96.00,95.35,1,50,4800.00,
517494,ACCEL       ,X ,Q,9.25,9.74,9.25,9.58,9.50,9.50,15,5970,56508.00,
517498,WEBELSOLAR  ,B ,Q,26.70,27.05,26.60,26.80,26.80,26.45,22,1001,26760.00,
517500,ROTO PUMPS  ,X ,Q,104.65,104.65,102.50,103.50,103.50,103.70,64,4270,441116.00,
517506,TTK PRESTIGE,A ,Q,8421.15,8436.15,8381.15,8396.45,8396.45,8448.95,41,55,462509.00,
517514,DHINDIA     ,X ,Q,22.95,22.95,20.20,21.00,21.80,21.00,50,6371,135964.00,
517518,LEEL        ,B ,Q,18.00,18.90,18.00,18.10,18.15,18.25,80,15297,277701.00,
517522,RAJ GLO WIR ,X ,Q,699.60,699.60,674.00,679.00,679.00,675.00,32,1014,688143.00,
517530,SURANATP    ,B ,Q,4.25,4.30,4.25,4.30,4.30,4.30,3,60,257.00,
517536,ONWARD TECHN,B ,Q,66.50,69.00,66.45,67.30,67.20,66.45,38,2292,154768.00,
517544,CENTUM ELEC ,B ,Q,471.35,471.35,461.00,465.30,461.25,462.60,146,223,103766.00,
517546,ALFA TRANSFO,X ,Q,24.25,25.50,24.25,25.45,25.45,25.50,10,5077,127219.00,
517548,STARLITE COM,X ,Q,17.75,17.85,16.55,17.40,16.75,17.55,21,2941,50917.00,
517554,NHCFOODS    ,X ,Q,7.25,7.25,7.19,7.19,7.19,6.92,9,2211,16007.00,
517562,TRIGYN TECH ,B ,Q,69.95,70.55,68.15,68.85,68.50,69.55,72,6014,414674.00,
517569,KEI INDUST. ,A ,Q,397.90,401.90,388.00,397.85,397.85,400.00,1115,17068,6742888.00,
518011,KEERTHI     ,XT,Q,60.50,64.95,60.50,64.95,64.95,63.20,6,202,12666.00,
518029,GUJ.SIDH.CEM,B ,Q,21.45,22.15,21.45,21.75,21.75,22.10,24,3196,69684.00,
518075,SURAJ PRODUC,Z ,Q,20.65,22.25,20.65,22.25,22.25,21.70,3,581,11999.00,
518091,ANJANI PORTL,B ,Q,132.00,132.50,131.00,132.10,132.10,130.00,19,441,58040.00,
519091,TASTY BITE  ,B ,Q,8428.00,8500.00,8428.00,8464.30,8450.00,8428.50,7,49,414961.00,
519097,RITESH INTER,XT,Q,5.10,5.35,5.10,5.35,5.35,5.10,3,102,545.00,
519105,AVT NATURAL ,B ,Q,26.20,26.35,26.10,26.15,26.15,26.45,17,1377,36072.00,
519126,HIND.FOODS  ,X ,Q,411.00,411.00,400.00,400.90,400.05,402.15,50,3525,1413498.00,
519156,VADILAL IND ,B ,Q,613.15,614.10,600.00,601.40,600.00,606.90,172,3076,1863782.00,
519174,ASHIANA AGRO,XT,Q,0.91,0.91,0.91,0.91,0.91,0.91,2,300,273.00,
519183,ADF FOODS LT,B ,Q,241.70,247.90,241.70,247.25,247.25,242.20,6,102,24964.00,
519214,WILLIAM.FIN.,XT,Q,18.45,18.45,18.45,18.45,18.45,18.45,1,26,479.00,
519216,AJANTA SOYA ,X ,Q,19.65,22.40,19.65,21.10,21.35,20.40,20,3483,71843.00,
519224,WILLIAM.MAGO,B ,Q,48.00,49.65,48.00,48.10,48.00,49.70,8,1210,58215.00,
519242,SARDA PROT. ,XT,Q,7.58,7.58,7.58,7.58,7.58,7.22,1,100,758.00,
519248,JVL AGRO    ,Z ,Q,2.35,2.49,2.32,2.32,2.32,2.44,22,63100,147062.00,
519260,SANWARIA    ,B ,Q,9.02,9.19,8.99,9.01,9.01,9.03,186,110058,993217.00,
519262,PRIMA AGRO L,XT,Q,12.80,12.85,12.80,12.85,12.85,12.80,5,1000,12815.00,
519287,MODERN DAIRI,XT,Q,4.08,4.25,4.08,4.25,4.25,4.25,2,105,429.00,
519295,BAMBINO AGRO,X ,Q,185.00,185.00,183.50,183.55,183.55,185.00,3,200,36806.00,
519299,PRIME INDS. ,Z ,Q,1.19,1.19,1.19,1.19,1.19,1.14,4,601,715.00,
519307,VIKAS WSP   ,XT,Q,20.80,21.35,20.10,20.65,20.70,20.90,742,519156,10871177.00,
519319,AASHEE      ,XT,Q,6.91,6.91,6.91,6.91,6.91,6.78,1,1,6.00,
519383,ANIK INDS   ,B ,Q,15.60,15.60,15.55,15.55,15.55,15.00,3,501,7815.00,
519413,DATIWARE    ,P ,Q,17.10,17.10,17.10,17.10,17.10,16.30,1,100,1710.00,
519421,KSE LIMITED ,XT,Q,1400.00,1410.00,1375.05,1399.90,1410.00,1394.10,31,723,1010657.00,
519455,NARBADA     ,X ,Q,68.00,68.45,62.80,67.70,68.45,65.20,27,2649,175989.00,
519457,VIRAT CRANE ,X ,Q,29.00,35.00,29.00,30.80,32.95,29.45,29,1233,37426.00,
519483,TAI INDUST. ,XT,Q,11.55,12.72,11.55,12.72,12.72,12.12,8,172,2013.00,
519491,OCEAN AGRO  ,X ,Q,26.75,26.75,24.25,25.00,25.00,25.50,10,497,12933.00,
519494,N K INDUST. ,B ,Q,40.00,40.50,38.10,39.30,39.25,41.95,12,1525,58915.00,
519552,HERITGFOOD  ,A ,Q,511.00,512.45,497.10,501.85,501.00,504.75,142,1894,953114.00,
519560,NEHA INTER. ,X ,Q,3.65,3.65,3.28,3.31,3.53,3.57,22,6043,20676.00,
519566,SIMRAN FARMS,X ,Q,66.20,72.00,65.60,66.95,66.50,70.85,63,4759,321228.00,
519588,DFM FOODS   ,B ,Q,242.00,242.00,222.00,228.75,226.00,229.55,16,73,16747.00,
519600,CCL PRODUCTS,A ,Q,276.00,276.00,272.55,275.55,276.00,277.45,58,3307,910192.00,
519602,KELLTONTEC  ,B ,Q,46.45,46.50,45.00,45.80,45.75,45.80,102,61661,2856547.00,
519612,MAHAAN FOODS,X ,Q,22.00,22.45,22.00,22.45,22.45,21.45,5,299,6667.00,
520008,RICO AUTO   ,B ,Q,64.00,64.75,63.50,64.55,64.70,64.45,175,22058,1417555.00,
520021,OMAX AUTOS. ,B ,Q,80.30,82.50,78.15,82.40,82.40,83.25,44,3120,250585.00,
520043,MUNJAL SHOWA,B ,Q,162.75,163.00,161.00,161.70,161.10,162.00,9,295,47730.00,
520051,JAMNA AUTO  ,A ,Q,59.50,59.60,58.90,59.00,59.00,59.40,157,16527,979760.00,
520056,SUNDAR.CLAY ,A ,Q,2749.05,2810.00,2748.00,2750.00,2750.00,2798.30,21,28,77318.00,
520057,JTEKTINDIA  ,B ,Q,108.00,108.60,107.00,107.20,107.00,108.20,24,775,83219.00,
520059,MUNAUTO     ,B ,Q,54.40,54.80,54.10,54.45,54.50,54.40,49,4487,243840.00,
520066,JAYBH.MARUTI,B ,Q,269.00,272.00,267.00,267.20,267.20,268.95,30,294,78632.00,
520073,RACLGEAR    ,X ,Q,81.00,81.00,77.10,77.65,78.00,79.80,95,9823,768445.00,
520075,SAMKRG PIST.,X ,Q,170.00,170.00,162.50,165.55,162.50,168.10,45,3533,589152.00,
520086,SICAL LOG   ,B ,Q,140.00,140.00,136.00,137.60,137.10,138.25,54,1448,199503.00,
520111,RATNAMNI MET,B ,Q,892.00,892.00,883.95,890.00,890.00,890.00,12,116,103254.00,
520113,VESUVIUS IND,B ,Q,1162.00,1162.00,1157.00,1157.00,1157.00,1165.25,5,50,57860.00,
520119,AUTOMOTIVE S,B ,Q,54.55,54.60,54.50,54.50,54.50,56.50,5,255,13905.00,
520123,ABC INDIA   ,X ,Q,52.05,56.95,52.05,54.75,54.75,53.10,12,368,20057.00,
520127,BALURGHAT TE,X ,Q,6.21,6.21,5.71,6.21,6.21,6.01,6,115,676.00,
520139,JAGSON AIRLI,XT,Q,0.76,0.76,0.76,0.76,0.76,0.78,3,311,236.00,
520141,SIBAR AUTO  ,X ,Q,27.30,27.30,26.00,26.00,26.00,26.00,2,2,53.00,
520151,SHREY SH LOG,B ,Q,200.10,200.10,199.00,199.65,199.50,200.00,14,205,40966.00,
520155,STARLOG     ,X ,Q,21.25,21.25,21.25,21.25,21.25,20.25,1,1,21.00,
521005,INDOVATION  ,XT,Q,7.90,7.90,7.90,7.90,7.90,7.55,1,50,395.00,
521016,INDO COUNT  ,B ,Q,51.00,51.65,50.15,50.45,50.15,49.70,94,15866,805647.00,
521018,MARAL OVERS ,B ,Q,25.45,28.75,25.45,25.65,25.65,26.00,11,3029,79626.00,
521062,OCTAVE      ,X ,Q,0.97,0.97,0.97,0.97,0.97,0.93,2,100,97.00,
521064,TRIDENT     ,A ,Q,67.00,67.05,66.50,66.70,66.70,67.05,304,35864,2392004.00,
521070,ALOK INDS.  ,T ,Q,4.64,4.64,4.45,4.51,4.51,4.63,344,470709,2128604.00,
521080,PASARI SPIN ,XT,Q,3.60,3.60,3.60,3.60,3.60,3.43,1,50,180.00,
521082,SPENTEX INDS,T ,Q,1.86,1.89,1.86,1.89,1.89,1.84,8,9665,17996.00,
521097,AMARJOTHI SP,X ,Q,92.05,98.95,92.00,93.30,93.50,94.25,23,1625,153140.00,
521105,OLYMPIA IND.,X ,Q,22.00,23.10,21.00,23.10,23.10,22.00,5,451,9839.00,
521109,NAGREEKA EXP,B ,Q,23.00,23.00,21.20,22.65,22.50,21.80,6,510,11278.00,
521113,SUDITI IND. ,X ,Q,27.50,29.00,26.20,28.50,29.00,25.45,15,2387,64728.00,
521127,KHATOR FIBRE,XT,Q,9.24,9.24,9.24,9.24,9.24,9.24,1,500,4620.00,
521131,SBFL        ,X ,Q,6.82,6.82,6.82,6.82,6.82,6.50,2,2000,13640.00,
521141,ADITYA SPIN.,XT,Q,3.90,4.04,3.90,4.04,4.04,3.85,2,1020,3980.00,
521149,PRIME URBAN ,X ,Q,8.00,8.00,8.00,8.00,8.00,7.99,1,1000,8000.00,
521163,ZODIAC CLOTH,T ,Q,249.30,262.15,249.30,262.15,262.15,249.70,238,16427,4274367.00,
521176,GANGOTRI TEX,Z ,Q,1.42,1.56,1.42,1.53,1.53,1.49,8,3695,5465.00,
521180,SUPER SPIN. ,B ,Q,7.20,7.85,7.06,7.29,7.30,7.02,156,38901,291687.00,
521194,SIL INVEST  ,B ,Q,176.00,176.00,176.00,176.00,176.00,176.50,2,100,17600.00,
521200,SURYLAK.COTT,B ,Q,31.00,32.10,30.60,30.65,30.60,32.00,17,672,20892.00,
521206,SAMTEX FASH.,XT,Q,1.64,1.64,1.51,1.51,1.51,1.58,14,20301,30693.00,
521216,DHAN ROTO SP,X ,Q,27.95,27.95,27.95,27.95,27.95,26.65,1,6,167.00,
521220,DAMOINDUS   ,B ,Q,45.00,45.00,39.00,42.95,42.95,42.00,11,430,18354.00,
521226,UNI ROYAL IN,X ,Q,10.25,10.30,10.25,10.30,10.30,10.48,2,500,5140.00,
521234,SRI NACHAMAI,X ,Q,15.80,15.80,15.80,15.80,15.80,15.10,2,750,11850.00,
521240,SAMBANDAM SP,X ,Q,102.65,102.65,102.65,102.65,102.65,99.00,1,30,3079.00,
521242,KANDAGIRI SP,X ,Q,17.30,17.30,17.30,17.30,17.30,18.10,1,66,1141.00,
521244,CHITRA.SPIN.,XT,Q,9.39,9.39,9.39,9.39,9.39,9.88,1,10,93.00,
521248,KITEX GARMEN,B ,Q,105.05,105.50,104.10,104.75,105.00,104.75,61,4248,445180.00,
522001,CRANEX LTD. ,X ,Q,14.65,14.65,14.65,14.65,14.65,14.00,1,1,14.00,
522004,BATLIBOI LTD,X ,Q,14.75,15.20,14.75,15.20,15.20,14.75,3,551,8135.00,
522005,AUSTIN ENGG.,X ,Q,57.05,57.80,55.20,57.35,57.80,58.10,10,621,35072.00,
522014,UNITED DRILL,X ,Q,111.00,111.00,111.00,111.00,111.00,112.10,3,105,11655.00,
522017,FLUIDOMAT   ,X ,Q,104.00,109.65,103.00,103.95,103.50,108.55,36,1437,150279.00,
522029,WINDSOR MACH,B ,Q,66.55,68.50,66.55,67.40,67.40,67.55,92,66247,4461784.00,
522034,SHANTHI GEAR,B ,Q,135.00,135.00,132.60,133.80,133.95,133.90,39,3630,483177.00,
522064,HONDA SIEL  ,B ,Q,1121.40,1126.00,1105.10,1106.30,1105.10,1123.35,12,16,17856.00,
522073,HITECHGEAR  ,B ,Q,289.95,291.90,289.95,291.90,291.90,292.00,2,20,5818.00,
522074,ELGI EQUIP  ,A ,Q,265.95,265.95,247.25,255.40,252.50,247.65,45,1006,254549.00,
522091,UV DER HORST,X ,Q,17.65,17.65,17.65,17.65,17.65,18.50,1,165,2912.00,
522101,KILBURN ENGG,X ,Q,41.90,42.00,41.05,41.85,41.85,41.05,23,1671,69269.00,
522105,BIRLA PRETEC,X ,Q,18.00,18.35,17.75,17.95,17.90,18.15,174,24556,442018.00,
522108,YUKEN INDIA ,X ,Q,725.95,729.80,701.25,711.45,712.00,719.20,350,6685,4784670.00,
522113,TIMKEN (I)  ,B ,Q,585.00,586.85,581.10,581.65,581.60,587.80,24,295,172447.00,
522122,VOITH PAPER ,X ,Q,824.05,824.05,824.00,824.00,824.00,828.00,7,35,28840.00,
522134,ARTSON ENG  ,X ,Q,40.00,40.05,40.00,40.00,40.00,40.05,10,6861,274460.00,
522152,SOLITAIR MC ,X ,Q,33.65,33.65,32.50,32.50,32.50,32.45,3,102,3316.00,
522163,DIAMONPOWER ,Z ,Q,1.30,1.30,1.23,1.23,1.23,1.29,17,10130,12720.00,
522165,INDSIL HYD  ,X ,Q,60.90,60.90,59.00,59.55,59.00,62.75,112,23041,1384863.00,
522183,ITL INDUSTRS,X ,Q,169.15,176.50,169.15,172.00,172.00,171.60,9,375,64984.00,
522195,FRONTIER SPR,X ,Q,235.95,235.95,223.00,225.70,225.70,229.20,124,7727,1749545.00,
522205,PRAJ IND.LTD,B ,Q,146.80,147.75,142.05,143.65,143.65,147.15,3821,235024,33930106.00,
522207,RASANDIK ENG,X ,Q,116.40,116.40,116.40,116.40,116.40,118.00,1,50,5820.00,
522215,SWISS GLASS ,X ,Q,174.00,174.00,168.00,170.90,170.90,171.85,22,1028,175550.00,
522229,TANEJA AERO.,X ,Q,32.00,33.50,32.00,32.50,32.50,32.75,19,1267,41225.00,
522231,CONART ENG. ,X ,Q,35.10,37.45,35.00,36.45,36.45,35.75,32,4147,150668.00,
522241,M.M.FORGINGS,B ,Q,569.95,569.95,554.20,555.95,555.00,577.40,37,232,129648.00,
522249,MAYUR UNIQ. ,B ,Q,357.95,358.95,349.00,349.20,349.50,351.50,58,545,191235.00,
522251,CENLUB INDUS,X ,Q,65.50,65.50,65.50,65.50,65.50,65.50,1,429,28099.00,
522257,RAJOO ENGIN.,X ,Q,30.20,30.45,30.00,30.20,30.30,30.05,78,103449,3118691.00,
522261,DOLPHIN OFF.,B ,Q,50.85,51.15,49.85,50.10,50.10,50.85,336,43456,2200234.00,
522263,JMC PROJECTS,B ,Q,117.85,122.00,116.20,119.05,122.00,117.70,69,2890,339819.00,
522267,VEEJAY LAKSH,X ,Q,41.80,41.80,41.80,41.80,41.80,43.90,1,250,10450.00,
522275,GET&D       ,A ,Q,278.00,281.10,275.80,276.60,277.20,275.80,77,2681,743597.00,
522281,RAM RAT.WIRE,X ,Q,101.00,101.00,99.25,99.85,100.00,100.00,11,557,55571.00,
522285,JAY NECO IND,T ,Q,5.75,6.13,5.57,6.00,6.00,5.85,43,32786,189533.00,
522287,KALPA.POWER ,A ,Q,478.30,478.30,473.60,474.45,474.35,477.15,47,1069,507976.00,
522292,CHANDNI TE  ,X ,Q,32.45,35.80,32.45,35.80,35.80,34.15,7,435,14363.00,
522294,T & I GLOBAL,X ,Q,82.10,82.10,82.10,82.10,82.10,81.20,2,100,8210.00,
522295,CONTROL PRNT,B ,Q,265.00,271.15,265.00,267.90,267.90,266.45,9,237,62997.00,
523007,ANSAL BUILD.,X ,Q,40.00,44.90,40.00,43.50,43.50,43.45,46,1622,70453.00,
523011,WEIZMANN LTD,B ,Q,39.55,39.60,39.40,39.40,39.40,39.60,10,709,28067.00,
523019,B.N.RATHI SE,X ,Q,23.85,23.85,22.50,23.80,23.80,22.10,3,109,2590.00,
523021,RISHITECH   ,X ,Q,44.60,44.60,44.60,44.60,44.60,41.75,1,100,4460.00,
523023,SINCLAIR HOT,X ,Q,321.30,330.00,321.25,327.00,327.00,329.00,39,3524,1154289.00,
523025,SAFARI IND. ,B ,Q,734.95,742.90,732.00,732.15,732.00,738.25,81,848,624020.00,
523054,BIN.TEX.PR(P,XT,Q,477.55,477.55,477.55,477.55,477.55,454.85,1,1,477.00,
523100,COSMO FERR. ,X ,Q,13.56,14.90,13.56,14.50,14.50,14.27,10,873,12247.00,
523127,EIH ASSO.HOT,B ,Q,385.00,398.50,378.20,385.00,385.00,396.00,25,383,147342.00,
523144,MEDI CAPS   ,X ,Q,14.70,15.05,14.70,14.80,15.05,15.05,4,712,10490.00,
523160,MORGAN CRU  ,X ,Q,1480.00,1540.00,1480.00,1520.15,1540.00,1480.00,21,190,288018.00,
523204,ABAN OFFSHO ,T ,Q,59.55,59.55,57.80,58.20,57.80,58.70,147,12687,738484.00,
523207,KOKUYOCMLN  ,B ,Q,97.90,98.95,97.10,98.30,98.75,97.50,22,587,57511.00,
523222,SRM ENERGY  ,XT,Q,4.27,4.27,4.27,4.27,4.27,4.07,2,2,8.00,
523229,BHARAT SEATS,X ,Q,91.00,93.40,91.00,91.90,92.00,91.10,82,3272,300561.00,
523248,MACHINO PLAS,X ,Q,132.00,134.75,130.00,130.00,130.00,135.00,3,321,42134.00,
523260,PEARL POLYME,T ,Q,12.60,13.00,12.28,13.00,13.00,12.92,8,1151,14473.00,
523261,VENKEY'S (I),A ,Q,2137.15,2149.50,2105.00,2119.35,2119.35,2137.10,738,4790,10163226.00,
523269,ADVANI HOTEL,B ,Q,66.25,67.45,66.25,67.00,67.00,67.60,5,568,37945.00,
523277,G.V.FILMS   ,X ,Q,0.52,0.52,0.46,0.46,0.46,0.48,31,55491,25971.00,
523283,SUPER HOUSE ,B ,Q,119.70,120.00,119.15,119.70,119.15,120.20,11,527,63080.00,
523301,TCPL PACK   ,B ,Q,399.00,402.00,388.05,390.65,390.55,385.45,12,102,40480.00,
523319,BALMER LAWRI,B ,Q,182.30,182.65,178.55,179.50,179.50,181.90,345,9276,1667275.00,
523323,KOVAI MEDI. ,X ,Q,807.95,808.00,796.00,798.70,796.00,795.10,21,374,298578.00,
523329,ELDECO HOUS.,X ,Q,1530.00,1580.00,1530.00,1569.75,1570.00,1520.00,7,187,292470.00,
523367,DCMSHRIRAM  ,A ,Q,402.00,406.05,392.50,393.95,393.95,403.45,239,4248,1691735.00,
523369,DCM SHR.IND ,X ,Q,177.00,182.00,177.00,180.35,179.05,178.45,142,2205,394944.00,
523371,MAWANA SUGAR,B ,Q,46.65,46.95,46.30,46.50,46.50,46.55,37,3164,147189.00,
523384,MAH.RAS.APEX,T ,Q,110.00,113.90,108.50,110.80,111.95,113.80,9,1202,132647.00,
523385,NILKAMAL L  ,A ,Q,1378.00,1403.20,1355.00,1363.15,1363.15,1389.25,174,1049,1441494.00,
523391,NAHAR POLY  ,B ,Q,36.70,38.75,36.60,36.60,36.60,36.60,15,4114,152918.00,
523395,3M INDIA LTD,A ,Q,24407.80,24697.00,24400.00,24485.45,24500.05,24260.15,106,188,4611355.00,
523398,JCHAC       ,B ,Q,1966.00,2049.75,1966.00,1981.85,1975.10,2014.20,18,131,258488.00,
523405,JM FINANCIAL,A ,Q,88.05,88.85,87.20,87.55,87.55,87.70,298,31628,2778046.00,
523411,ADCINDIA    ,X ,Q,238.50,244.30,238.05,238.10,238.10,244.20,16,385,91996.00,
523419,TAMIL.TELE. ,T ,Q,1.30,1.30,1.30,1.30,1.30,1.36,2,400,520.00,
523445,REL INDL INF,B ,Q,346.10,352.50,342.00,344.50,344.50,348.05,1824,77387,26817545.00,
523449,SHARP INDIA ,XT,Q,28.95,28.95,28.85,28.85,28.85,29.00,3,53,1531.00,
523457,LINDEINDIA  ,A ,Q,505.00,519.25,496.70,498.95,498.95,512.75,427,8242,4138807.00,
523465,IND.BANK HSG,B ,Q,34.00,36.00,34.00,36.00,36.00,35.60,25,1155,40699.00,
523467,JAIMATA GLAS,X ,Q,0.36,0.39,0.36,0.39,0.39,0.36,19,68980,26554.00,
523475,LOTUS CHOC  ,X ,Q,20.10,22.50,20.10,22.50,22.50,22.50,7,955,20847.00,
523489,CMM HOSPITAL,X ,Q,11.76,11.76,11.76,11.76,11.76,11.20,1,304,3575.00,
523523,RAINBOW PAP.,T ,Q,1.16,1.22,1.16,1.22,1.22,1.22,2,2010,2332.00,
523537,APM INDUS.  ,X ,Q,38.05,39.40,38.00,38.35,38.00,38.45,11,1230,46936.00,
523539,PRECISION WR,B ,Q,200.25,201.10,197.10,198.85,197.10,201.50,41,1242,248328.00,
523550,KRYPTON IND ,X ,Q,16.98,17.20,16.50,16.81,16.81,16.21,30,9468,159881.00,
523558,NETWORK LTD.,XT,Q,1.73,1.73,1.61,1.61,1.61,1.65,5,760,1281.00,
523566,MARTIN BURN ,XT,Q,41.25,41.25,40.00,40.00,40.00,41.00,11,173,7059.00,
523574,FEL         ,B ,Q,37.50,38.45,37.10,37.65,37.50,38.00,3392,149141,5657754.00,
523586,IND.TONERS  ,X ,Q,146.90,146.90,136.10,139.05,138.90,141.25,88,5182,720179.00,
523598,SHIPP.CORPN ,A ,Q,35.65,35.70,35.00,35.05,35.05,35.15,260,49261,1739871.00,
523610,ITI LTD.    ,A ,Q,101.10,101.10,99.50,100.05,100.05,101.00,706,88963,8903783.00,
523618,DREDGING COR,B ,Q,415.20,419.15,411.00,414.20,412.00,415.40,838,28393,11806166.00,
523620,PHARMASIA   ,XT,Q,19.40,19.40,19.40,19.40,19.40,19.60,1,40,776.00,
523628,PODDAR      ,T ,Q,545.60,579.35,545.00,547.00,547.00,559.25,8,221,120779.00,
523630,NATIONAL FER,B ,Q,35.30,36.20,35.30,35.70,35.70,35.15,365,71584,2559558.00,
523638,IP RINGS LTD,X ,Q,107.85,107.85,97.50,98.65,98.65,98.55,12,1453,142538.00,
523642,PI INDUS.LTD,A ,Q,1009.45,1042.90,1009.45,1022.70,1022.00,1012.95,144,970,990196.00,
523660,WATERBASE   ,X ,Q,157.10,158.70,155.00,155.25,155.25,157.75,483,26808,4189164.00,
523672,FLEX FOODS  ,X ,Q,60.95,60.95,58.65,59.25,58.95,60.60,24,1112,65770.00,
523694,APCOTEX IND ,B ,Q,524.05,534.95,522.10,529.65,523.00,529.90,28,172,90666.00,
523696,FORTIS MLR  ,X ,Q,55.25,56.00,55.25,56.00,56.00,55.25,4,2620,145214.00,
523704,MASTEK LTD  ,B ,Q,455.30,461.75,446.00,448.90,447.65,459.80,417,7050,3186942.00,
523708,EIMCO ELECON,B ,Q,398.35,400.00,398.35,399.40,399.00,397.90,7,436,174137.00,
523710,SAYAJI HOTEL,XT,Q,261.00,261.05,237.30,260.45,260.45,248.65,8,53,13751.00,
523716,ASHIANA HOU ,B ,Q,121.80,121.80,117.15,119.05,118.95,120.30,34,898,106877.00,
523722,SVAM SOFTWAR,X ,Q,0.38,0.38,0.38,0.38,0.38,0.39,1,81,30.00,
523736,DVL         ,B ,Q,90.20,90.55,90.00,90.05,90.00,90.60,21,2395,215876.00,
523754,MAHEPC      ,X ,Q,114.10,117.00,111.05,113.10,115.80,111.50,152,16140,1838349.00,
523756,SREIINFRA   ,A ,Q,28.80,28.95,28.20,28.50,28.35,28.75,199,44171,1266085.00,
523768,GUJ.BOROSIL ,X ,Q,97.00,99.50,96.30,97.40,96.30,98.25,138,11419,1113016.00,
523782,MITSHI      ,X ,Q,32.40,32.40,31.85,32.30,31.85,30.90,23,11884,384061.00,
523792,MAZDA LTD   ,B ,Q,436.45,437.90,433.10,434.90,434.90,434.10,22,160,69791.00,
523796,VICEROY HOTE,T ,Q,3.32,3.64,3.32,3.64,3.64,3.48,25,8156,29151.00,
523828,MENON BEAR. ,B ,Q,84.95,85.00,83.00,84.40,84.05,83.55,82,3025,255188.00,
523838,SIMPLX INFRA,B ,Q,167.30,172.90,165.00,171.20,171.20,167.70,54,1094,183617.00,
523840,INN.TECH.PAC,X ,Q,27.00,27.10,26.30,26.60,26.60,26.45,28,10509,282090.00,
523842,SUPER TANNER,Z ,Q,2.30,2.40,2.30,2.32,2.31,2.29,9,2035,4780.00,
523844,INVICTA MED ,XT,Q,4.80,4.80,4.70,4.70,4.70,4.90,5,2100,9970.00,
523850,AXTEL INDUS.,X ,Q,142.90,142.90,133.00,135.05,135.00,141.55,46,5495,752969.00,
523896,APIL        ,XT,Q,19.70,19.70,19.70,19.70,19.70,20.70,1,10,197.00,
524000,MAGMA FIN   ,A ,Q,122.20,122.25,118.00,120.30,119.00,121.40,309,161369,19535066.00,
524013,HIND.FLUROCA,T ,Q,15.75,15.75,15.00,15.00,15.00,15.75,14,1225,18447.00,
524019,KINGFA      ,B ,Q,665.00,665.00,627.00,641.70,641.70,659.10,82,928,591197.00,
524037,RAMA PHOSPH ,X ,Q,86.00,86.00,84.30,84.55,84.50,85.15,11,859,72507.00,
524051,POLYPLEX    ,B ,Q,535.00,538.70,526.00,528.90,526.00,534.00,106,2910,1546615.00,
524075,ALBERT DAVID,B ,Q,414.95,415.00,407.65,408.20,408.20,408.55,11,155,63319.00,
524084,MONSANTO (I),A ,Q,2555.10,2572.55,2542.00,2543.55,2542.00,2550.35,10,43,110036.00,
524091,ACRYCIL LTD.,X ,Q,108.10,112.25,107.05,108.50,108.00,110.00,64,3576,387836.00,
524109,KABRA EXTR  ,B ,Q,78.25,78.25,75.65,76.50,76.15,78.20,50,1591,121859.00,
524129,VINYL CHEM  ,B ,Q,80.00,80.50,78.00,78.75,79.25,79.55,29,802,63931.00,
524164,IOL CHEM PH ,B ,Q,196.40,196.40,192.65,193.20,193.20,192.65,750,72590,14061802.00,
524174,KESAR PETRO ,X ,Q,9.02,9.55,9.02,9.16,9.20,9.31,155,51901,477377.00,
524200,VINATI ORG. ,A ,Q,1720.00,1721.30,1661.15,1680.95,1680.95,1719.10,237,2943,4991302.00,
524202,LACTOSE(I)  ,XT,Q,31.90,31.90,29.25,29.55,31.60,30.75,37,11470,347510.00,
524208,AARTI INDUST,A ,Q,1668.00,1668.00,1639.25,1651.20,1641.00,1631.60,223,1410,2324006.00,
524210,PENTOKEY ORG,XT,Q,13.30,13.30,13.30,13.30,13.30,13.83,2,300,3990.00,
524212,WANBURY LTD ,T ,Q,23.50,24.30,23.50,24.00,24.00,23.30,13,3241,77876.00,
524218,RESONANCE   ,X ,Q,21.25,21.25,20.05,20.45,20.45,21.30,22,1818,37172.00,
524226,GUJ AMB EXP ,B ,Q,215.05,217.20,215.05,216.40,216.50,215.30,171,1893,410012.00,
524230,RASHTR.CHEM.,A ,Q,61.80,63.80,61.70,62.15,62.15,60.90,2657,458162,28702930.00,
524280,KOPRAN LTD. ,B ,Q,41.50,42.50,41.25,41.55,41.55,40.65,322,37766,1585371.00,
524288,AIMCO PESTI.,Z ,Q,139.05,145.00,139.05,145.00,145.00,142.80,22,1775,251142.00,
524314,GUJ.TERC LAB,XT,Q,8.10,8.10,8.10,8.10,8.10,8.15,1,100,810.00,
524324,SEYAIND     ,B ,Q,463.00,468.50,460.00,461.75,461.75,465.35,85,6342,2936565.00,
524330,JAYANT AGRO ,B ,Q,194.70,218.90,194.70,207.35,207.35,191.00,1400,36462,7656187.00,
